LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
72,10762,1Fam,9,5,1,1,7,1962,0,3,GasA,Y,1358,0,2008,225793.961477434
70,9548,1Fam,7,6,2,0,3,1952,768,3,GasA,Y,951,0,2009,135523.075561544
90,10500,1Fam,5,5,1,0,7,2001,1242,2,GasA,Y,1666,0,2010,193715.990586138
100,8814,1Fam,6,5,2,0,6,1964,1466,3,GasA,Y,1269,0,2008,167600.115127681
63,7472,1Fam,7,7,2,1,6,1959,1935,0,GasA,Y,1178,0,2007,197142.786049432
102,9100,1Fam,6,5,1,0,5,2004,793,3,GasA,Y,1561,0,2006,159097.272324094
79,7200,TwnhsE,5,5,1,0,6,1997,1710,2,GasA,Y,1484,0,2007,181577.295305093
59,8712,1Fam,7,7,2,0,6,2002,740,1,GasA,Y,2596,0,2009,219417.923622482
122,6000,1Fam,4,5,3,0,6,2001,1237,3,GasA,Y,1689,0,2006,176538.16723505
80,13560,1Fam,4,5,2,1,6,2004,876,3,GasA,Y,1225,0,2008,156296.32084276
21,16905,1Fam,8,5,1,0,5,1999,912,3,GasA,Y,2062,0,2009,243653.460180058
60,7180,1Fam,5,6,1,1,5,1967,1501,3,GasA,Y,2274,0,2009,144977.392088407
60,9297,1Fam,5,7,1,1,8,1951,1092,2,GasA,Y,2624,0,2008,231923.571690898
76,9375,1Fam,8,7,2,1,7,1993,747,3,GasA,N,1668,0,2006,180682.411140005
62,4435,1Fam,7,5,2,1,6,1956,893,3,GasA,Y,1644,0,2007,183503.450528864
105,7750,TwnhsE,9,5,1,1,6,2009,1003,3,GasA,Y,1788,0,2006,246340.311145202
69,11317,1Fam,6,5,1,0,8,2003,1947,3,GasA,Y,1792,0,2009,198819.08754122
80,10690,1Fam,6,5,1,0,9,1956,780,3,GasA,Y,1557,0,2006,161704.940835837
41,14850,1Fam,5,5,2,1,5,1925,874,2,GasA,N,987,0,2010,108912.21616566
93,8767,TwnhsE,4,6,2,0,3,1969,756,4,GasA,Y,1935,0,2007,101015.354359293
41,11425,1Fam,6,5,2,0,8,1910,684,4,GasA,N,1696,0,2009,137335.666690552
85,6000,1Fam,6,5,1,1,6,1956,1392,3,GasA,Y,1268,0,2006,185742.874264769
67,12615,1Fam,6,5,2,0,7,1950,1266,2,GasA,Y,1440,0,2006,123674.518570005
77,13704,1Fam,6,5,1,0,7,1912,709,3,GasA,Y,924,0,2007,122755.044868003
60,15138,1Fam,7,5,1,1,5,2006,630,3,GasA,Y,1216,0,2007,137627.213250097
80,14859,1Fam,5,5,1,0,5,1961,1324,3,GasA,Y,1217,0,2008,127923.255013468
60,10832,1Fam,5,7,2,1,7,1998,1698,2,GasA,Y,1432,0,2009,158343.811570389
88,8892,Twnhs,8,4,2,0,7,1969,943,3,GasA,Y,630,0,2008,130640.463732734
55,2117,1Fam,4,7,1,0,5,1915,770,2,GasA,Y,2113,0,2009,154301.889865627
24,9187,1Fam,5,5,2,1,7,2003,770,1,GasA,Y,1739,0,2010,149929.194943085
149,7150,1Fam,7,5,2,1,6,1997,1643,4,GasA,Y,1144,0,2006,202764.282788103
73,14559,TwnhsE,5,7,2,0,5,1995,764,3,GasA,Y,858,0,2008,145263.023556193
98,9855,1Fam,6,5,1,0,6,1957,1704,3,GasA,Y,1517,0,2007,180962.347805302
70,10400,1Fam,7,5,1,2,6,1976,1453,4,GasA,Y,1111,0,2009,164943.962865338
70,14585,1Fam,5,5,2,0,8,1976,1947,4,GasA,Y,936,0,2006,200383.117194772
24,13518,1Fam,6,5,1,0,6,2001,991,3,GasA,Y,1555,0,2009,164166.138115809
65,14364,1Fam,8,5,1,1,7,1885,1216,2,GasA,Y,1092,0,2008,125732.837288105
57,11120,1Fam,4,5,2,0,6,2004,1040,3,GasA,Y,1216,0,2009,165343.855649385
80,53504,1Fam,6,5,2,0,7,2006,1237,4,GasA,Y,2531,0,2010,269816.92413402
79,9550,1Fam,5,5,1,0,6,1931,981,3,GasA,N,1547,0,2009,119354.229946809
66,11782,Twnhs,4,6,2,1,7,2000,1156,2,GasA,Y,1472,0,2007,134534.357738193
120,4500,1Fam,6,3,2,1,6,1978,1595,3,GasA,N,1574,0,2006,129365.022224088
80,6600,1Fam,5,5,2,0,4,1955,1842,4,GasA,Y,1472,0,2010,177601.281144306
115,3000,TwnhsE,8,6,1,1,6,1993,2136,3,GasA,Y,1728,0,2009,302083.081493462
48,12984,1Fam,7,7,2,0,5,1958,848,2,GasA,Y,1406,0,2008,163016.075901365
84,7931,1Fam,6,5,1,0,7,2003,930,3,GasA,Y,1121,0,2006,130572.422019734
43,9600,1Fam,7,5,2,0,7,1926,1368,4,GasA,Y,1308,0,2008,152503.129287973
80,3675,2fmCon,7,5,1,0,8,2001,789,3,GasA,Y,864,0,2006,148312.998854952
50,11250,1Fam,6,5,1,0,5,1957,1347,3,GasA,Y,1686,0,2007,101267.642558271
50,8235,1Fam,5,6,2,0,6,2006,825,2,GasA,Y,1826,0,2007,152447.554797151
60,8176,1Fam,5,4,2,1,5,1998,908,3,GasA,Y,970,0,2006,125884.859446882
21,8760,1Fam,4,6,1,0,6,1936,864,3,GasA,Y,1479,0,2006,113884.994186545
78,10020,1Fam,6,7,1,0,11,1963,970,3,GasA,Y,1212,0,2008,144400.553219418
81,1680,1Fam,8,5,1,0,5,1910,540,3,GasA,Y,860,0,2009,144045.429303307
70,9317,1Fam,6,5,0,0,8,1967,832,2,GasA,Y,1131,0,2009,107808.187271022
50,17423,1Fam,6,8,2,0,6,2009,1694,3,GasA,Y,1126,0,2006,233578.581913736
80,7590,1Fam,5,5,1,1,7,2002,713,3,GasA,Y,1616,0,2008,150863.102814815
70,2522,1Fam,5,7,2,0,9,1999,816,3,GasW,Y,2630,0,2006,209134.668763086
60,8176,1Fam,6,5,2,0,6,1958,672,3,GasA,Y,1976,0,2009,116078.139778808
60,7750,1Fam,6,5,1,0,6,1956,1479,1,GasA,Y,1118,0,2006,181069.044138749
86,9873,2fmCon,8,5,1,1,6,1953,872,3,GasA,Y,1456,0,2006,174411.532080788
96,8281,1Fam,7,6,2,1,7,1970,1416,3,GasA,Y,1656,0,2008,176928.341105138
60,14762,1Fam,6,5,2,0,7,2005,864,3,GasA,Y,1204,0,2010,166557.039371424
70,14230,1Fam,6,6,1,0,6,1988,1158,3,GasA,Y,1060,0,2009,199758.433350418
58,6930,TwnhsE,6,7,1,0,10,1947,0,3,GasA,Y,1904,0,2007,148571.710027566
63,11029,1Fam,4,5,2,0,11,1998,672,4,GasA,Y,1111,0,2007,158158.588251323
102,7892,1Fam,7,8,1,1,9,1958,649,3,GasA,Y,1700,0,2009,161482.823004145
81,9600,1Fam,5,5,1,1,6,1936,1468,3,GasA,Y,1352,0,2010,136186.921473606
73,12182,Duplex,8,5,2,0,6,1936,731,2,GasA,Y,2080,0,2008,225143.217549765
65,11404,1Fam,5,6,2,0,5,1957,1267,2,GasA,Y,2042,0,2007,161971.370210872
43,5520,1Fam,7,8,1,1,8,1993,1157,3,GasA,Y,1431,0,2006,210758.788678941
66,8246,1Fam,5,8,2,1,6,1996,832,4,GasA,Y,2730,0,2008,204999.473697642
70,8400,1Fam,5,6,1,0,7,2003,1100,2,GasA,Y,2002,0,2007,233986.685332614
67,4426,Duplex,5,6,2,0,5,1959,1561,3,GasA,Y,1148,0,2009,148674.327688896
65,1920,1Fam,4,3,1,1,11,1990,992,3,GasA,Y,1464,0,2009,112827.729116019
69,8400,1Fam,6,5,2,1,6,1927,798,2,GasA,Y,1121,0,2010,85042.1841900938
75,10530,1Fam,5,5,1,0,8,1910,1650,2,GasA,N,1248,0,2010,193629.663540424
137,8925,1Fam,7,6,1,0,6,1977,822,2,GasA,Y,4676,0,2009,294339.23826735
43,9000,1Fam,5,5,1,0,4,2004,991,4,GasA,Y,1838,0,2009,180595.58142404
57,6970,1Fam,7,5,2,0,9,1949,1682,4,GasA,Y,1032,0,2009,178825.59011151
63,17600,1Fam,5,8,2,0,6,2006,1249,4,GasA,Y,2945,0,2009,232637.313588906
66,4671,1Fam,5,5,2,1,4,2006,1522,2,GasA,Y,1324,0,2008,260000.098198604
57,12358,1Fam,6,5,2,0,7,2005,1164,3,GasA,Y,835,0,2009,119755.808881181
69,8125,1Fam,3,5,3,0,5,1959,1473,2,GasA,Y,1470,0,2009,154184.165382891
60,10289,1Fam,5,3,2,0,7,1956,1710,2,GasA,Y,1429,0,2010,111640.127324211
84,3182,Duplex,4,8,2,0,8,1900,1138,4,GasA,Y,1383,0,2007,134689.152852268
30,11923,1Fam,7,5,1,0,7,1920,1470,2,GasA,Y,1533,0,2009,204581.931364318
74,8100,1Fam,6,4,2,1,8,1910,506,3,GasA,Y,784,0,2009,83677.0420328091
85,6900,1Fam,4,5,2,0,8,1997,1008,4,GasA,Y,1610,0,2010,150787.623398258
80,12168,Twnhs,9,5,2,0,7,1977,1461,2,GasA,Y,2504,0,2010,313902.962215254
48,5784,1Fam,5,9,2,1,5,1977,979,2,GasA,N,987,0,2007,151964.366245305
75,14601,1Fam,8,7,1,1,10,1993,1310,4,GasA,Y,1229,0,2008,231490.256670895
86,8125,1Fam,6,5,2,0,4,1960,798,3,GasA,Y,784,0,2008,104134.05267805
114,10400,1Fam,7,5,2,0,6,2008,1004,3,GasA,N,912,0,2006,165018.260063087
86,7990,Duplex,7,5,1,1,6,1930,912,3,GasA,Y,1469,0,2006,140900.412022485
74,15426,1Fam,6,5,2,0,6,2002,1242,3,GasA,Y,2060,0,2010,248218.434359543
61,8500,1Fam,5,5,2,1,6,1970,952,3,GasA,Y,1479,0,2009,164727.948119492
60,5820,TwnhsE,7,5,1,0,7,2009,1234,4,GasA,Y,1904,0,2006,211386.429562942
94,14191,Duplex,5,5,1,0,8,1974,1086,3,GasA,Y,864,0,2010,127942.273594204
85,9525,1Fam,6,8,1,0,8,1963,1470,3,GasA,Y,2775,0,2007,237582.362714416
98,14331,1Fam,8,5,1,0,9,1972,864,3,GasW,Y,754,0,2009,179907.370724462
85,9452,1Fam,8,5,1,1,6,1959,1050,2,GasA,Y,630,0,2010,168659.391012469
52,21453,1Fam,7,5,2,1,6,1990,1489,2,GasA,Y,1788,0,2008,249042.632104671
62,8480,Duplex,7,5,2,0,6,2005,880,2,Grav,Y,1739,0,2009,201498.02265212
78,8250,1Fam,5,5,2,0,7,1964,686,3,GasA,Y,864,0,2009,82080.5263829226
112,7200,TwnhsE,5,6,1,0,6,1977,1088,3,GasA,N,1629,0,2009,135944.342500052
98,8400,1Fam,6,5,3,0,5,1885,1257,2,GasA,Y,2727,0,2006,181492.258445322
77,1680,1Fam,1,5,1,1,6,1945,1040,2,GasA,N,1683,0,2010,201013.174541037
21,9765,TwnhsE,7,4,2,1,6,1951,672,1,GasA,Y,2000,0,2006,186046.983236074
60,12342,2fmCon,5,6,1,0,6,1960,1084,3,GasA,Y,987,0,2008,132167.800628272
65,18800,1Fam,2,8,1,0,8,2006,660,1,GasA,Y,1674,0,2007,168984.539813672
70,10335,1Fam,5,7,1,1,4,1950,1024,3,GasA,Y,1317,0,2008,163348.795345289
65,6600,1Fam,7,5,2,0,9,2006,2042,3,GasA,Y,1372,0,2009,213037.259164813
50,15523,1Fam,7,6,1,1,4,1957,1440,4,GasA,N,990,0,2008,199291.194299287
104,8414,TwnhsE,6,5,2,0,8,1926,684,2,GasA,Y,912,0,2007,137356.068444551
49,9100,1Fam,6,5,2,0,5,2005,728,3,GasA,Y,1277,0,2007,185356.291956494
71,12456,Twnhs,7,6,2,1,9,1915,1237,3,GasA,Y,1310,0,2010,143403.520371585
50,11404,1Fam,6,3,1,1,6,1916,1856,3,GasA,Y,800,0,2009,123195.21786239
97,11846,1Fam,5,5,1,0,7,2004,907,3,GasA,Y,1469,0,2009,147727.791693656
104,1680,1Fam,7,7,1,0,9,1973,710,3,GasA,Y,924,0,2006,139470.75023254
50,8199,1Fam,7,7,1,1,4,1954,1482,3,GasA,Y,2794,0,2007,218894.463276614
80,9600,1Fam,6,6,2,1,5,1976,853,2,GasA,Y,1430,0,2008,177856.660570398
105,12677,1Fam,9,5,2,0,5,1977,793,3,GasA,Y,2295,0,2008,305513.751842546
66,14115,1Fam,5,5,1,1,6,2006,1041,2,GasA,Y,1709,0,2006,154803.889433265
137,9600,1Fam,6,5,1,0,5,1950,980,3,GasA,N,1419,0,2006,162149.482385541
74,8123,1Fam,5,5,2,0,10,1966,848,3,GasA,Y,2060,0,2006,153553.986961688
90,13125,1Fam,7,4,2,0,7,1908,1604,2,GasA,Y,1576,0,2006,193386.893472373
55,8475,1Fam,6,9,1,0,5,1955,964,2,GasW,Y,1651,0,2008,176516.820785747
84,17104,1Fam,6,9,2,2,6,2004,999,4,GasA,Y,1094,0,2009,170758.263103936
120,10029,1Fam,8,6,1,1,11,2004,729,4,GasA,Y,1458,0,2006,180285.385070056
73,8100,1Fam,6,6,2,1,7,1986,999,3,GasA,Y,1663,0,2006,203115.220858875
83,14450,1Fam,7,3,1,0,5,2007,972,1,GasA,Y,2132,0,2009,286131.044140257
84,11029,1Fam,5,5,2,1,5,1971,770,2,GasA,Y,2380,0,2007,128323.183131136
33,3010,1Fam,6,5,2,0,4,1977,612,4,GasA,Y,990,0,2006,122959.92607473
50,12704,1Fam,4,5,2,0,6,1969,1181,4,GasA,Y,1586,0,2009,160707.187782799
65,11846,1Fam,9,5,2,0,9,1983,963,3,GasA,Y,1430,0,2009,217382.297956883
74,14803,TwnhsE,7,7,2,1,5,1958,858,3,GasA,Y,1720,0,2008,191869.72444685
60,4400,1Fam,7,5,1,0,6,1965,1389,2,GasA,Y,1496,0,2009,163897.631490209
70,16647,TwnhsE,8,5,1,1,8,1900,1522,3,GasA,Y,616,0,2008,205113.395335127
21,10896,1Fam,5,5,1,1,6,1986,1208,3,GasA,Y,902,0,2007,145706.096216103
42,7200,1Fam,7,6,1,0,7,1958,900,3,GasA,Y,2113,0,2006,196722.517803647
60,14977,1Fam,7,5,1,1,6,1935,840,4,GasA,Y,1352,0,2007,157100.440594263
21,4928,1Fam,5,5,2,1,5,1908,0,4,GasA,Y,1319,0,2009,103041.313351453
41,5350,1Fam,6,5,2,0,5,2004,1127,3,GasA,Y,1121,0,2008,162883.396650336
78,6120,1Fam,5,5,2,1,6,1992,0,3,GasA,Y,1721,0,2009,155571.965934055
50,11302,1Fam,5,4,1,1,9,1992,1728,2,GasA,N,1560,0,2007,197027.214650398
71,11841,1Fam,5,7,2,0,6,1999,384,3,GasA,Y,1181,0,2009,153565.463477192
78,6380,1Fam,8,7,2,1,7,1959,804,3,GasA,Y,1473,0,2006,175384.685523883
80,8750,1Fam,7,5,1,1,7,1951,1314,1,GasA,Y,968,0,2007,178527.918012417
121,9920,2fmCon,8,5,2,0,6,1972,1486,2,GasA,Y,1484,0,2007,214096.078677204
70,13300,1Fam,6,5,3,0,6,1953,672,3,GasA,Y,1728,0,2006,185902.392664833
43,9375,TwnhsE,5,5,1,0,5,1921,936,2,GasA,Y,1350,0,2006,121543.91327624
60,7862,TwnhsE,7,6,2,1,4,1956,888,3,GasA,N,1350,0,2008,148681.582931439
86,11443,1Fam,4,5,2,0,6,2008,672,3,GasA,Y,848,0,2009,116178.369905379
107,8760,1Fam,7,6,1,1,6,1998,806,3,GasA,Y,832,0,2006,158190.488411246
109,10000,Duplex,4,6,1,0,7,2005,1214,4,GasA,Y,1764,0,2010,161937.610262332
70,10800,1Fam,9,5,1,0,7,1971,1056,3,GasA,Y,2654,0,2008,273579.034144858
61,7844,1Fam,6,5,1,0,7,1972,660,3,GasA,Y,1458,0,2006,131043.851954602
21,9416,1Fam,6,8,2,1,4,1976,1604,3,GasA,Y,778,0,2008,151421.3371433
60,9196,1Fam,5,5,2,0,6,1977,1056,3,GasA,Y,2640,0,2006,188070.227856188
50,14006,1Fam,6,5,2,0,6,1914,1935,3,GasA,Y,1578,0,2006,154332.719646344
43,6120,1Fam,5,5,1,0,8,1997,996,3,GasA,Y,832,0,2009,167262.863893846
75,12342,1Fam,5,5,2,0,7,2008,907,3,GasA,Y,1728,0,2008,218803.810029205
73,7844,1Fam,6,5,2,0,7,1974,360,3,GasA,Y,1947,0,2006,169107.672636393
87,10320,Twnhs,5,5,2,1,7,1971,483,3,GasA,Y,2452,0,2006,171801.173172051
63,8450,1Fam,5,6,2,0,6,1920,1425,2,GasA,Y,1114,0,2006,158236.246508413
60,8450,1Fam,7,9,1,1,7,1948,1092,3,GasA,Y,784,0,2007,165489.656488624
52,10029,1Fam,5,7,2,0,11,1941,793,2,GasA,Y,1159,0,2006,98044.0567851359
87,8765,1Fam,6,5,2,0,7,1974,1080,4,GasA,Y,1586,0,2009,171776.216454245
112,11394,1Fam,7,8,2,0,9,1940,936,3,GasA,Y,1144,0,2006,196105.997562612
65,9000,1Fam,4,5,1,0,8,1967,1028,2,GasA,Y,964,0,2007,155251.788576991
70,12227,1Fam,7,6,2,0,5,1997,768,3,GasA,Y,2654,0,2007,203737.216137497
65,6130,Twnhs,7,5,2,1,5,2006,1422,3,GasA,Y,1842,0,2009,223954.549364092
60,11310,1Fam,5,5,2,1,10,1982,864,3,GasA,Y,1971,0,2006,192984.799909581
60,12342,1Fam,6,7,3,1,8,1952,1430,3,GasA,Y,1163,0,2007,158807.272338013
78,10562,1Fam,6,5,1,0,11,1998,924,2,GasA,Y,912,0,2006,181535.301188788
85,12394,1Fam,5,5,1,0,6,1936,630,0,GasA,Y,1829,0,2007,146301.05973212
36,9554,1Fam,5,5,2,0,4,1936,1107,3,GasA,Y,928,0,2009,113916.530502013
62,11851,1Fam,6,5,1,0,10,1924,520,3,GasA,Y,1309,0,2008,97362.2810433825
114,11333,1Fam,8,5,2,1,7,1940,530,3,GasA,N,1689,0,2009,189810.093497727
45,21535,1Fam,5,5,2,0,6,2006,999,2,GasA,Y,1973,0,2007,211399.238819884
60,20896,1Fam,7,5,2,0,5,1984,1040,3,GasA,Y,1644,0,2009,242876.055085828
85,10800,1Fam,9,5,2,0,9,1915,861,3,GasA,Y,1056,0,2007,200248.164392646
60,12011,1Fam,6,4,2,1,5,2002,866,3,Grav,Y,1728,0,2007,208890.8127214
69,13472,1Fam,6,2,2,1,7,2003,1002,3,GasA,Y,2452,0,2008,210573.732652334
72,10134,1Fam,5,6,2,1,5,2002,540,4,GasA,Y,1362,0,2006,157160.215112197
57,9337,1Fam,7,5,2,1,6,1977,1143,3,GasA,Y,1214,0,2006,162899.55130999
72,11952,1Fam,5,5,2,0,5,1978,744,3,GasA,Y,827,0,2006,115243.0639925
92,9490,1Fam,8,5,2,0,7,2008,822,3,GasA,Y,1165,0,2007,185372.348034227
96,8960,1Fam,4,7,2,0,6,1963,941,3,GasA,Y,767,0,2007,113852.076334736
93,8978,1Fam,6,8,1,0,9,1977,1370,4,GasA,Y,1501,0,2008,174862.537564354
24,14587,1Fam,7,5,1,0,7,2009,1008,3,GasW,Y,1792,0,2007,247867.537955802
75,7134,1Fam,6,5,2,0,8,1950,1079,4,GasA,Y,2110,0,2010,159594.928658162
70,10364,1Fam,6,6,2,0,6,1960,1065,1,GasA,Y,1215,0,2009,147985.56877462
80,10603,1Fam,7,5,2,0,8,1936,972,3,GasA,Y,1452,0,2006,158064.819494572
60,10382,1Fam,7,6,2,0,6,1977,756,2,GasA,Y,520,0,2010,162271.557349034
50,11250,1Fam,6,6,0,1,5,1980,0,3,GasA,Y,1204,0,2008,100563.701947488
44,7264,1Fam,5,6,1,0,6,1898,1413,2,GasA,Y,1458,0,2009,90248.5621675606
88,9765,1Fam,9,5,1,0,4,1921,1766,4,GasA,Y,1342,0,2010,232688.088019651
50,10480,1Fam,5,5,2,1,5,1972,894,3,GasA,Y,848,0,2008,148597.814365387
61,5900,1Fam,5,4,1,0,6,1910,768,3,GasA,Y,1178,0,2006,88150.102941243
50,5063,1Fam,5,5,2,0,5,1925,864,2,GasA,Y,964,0,2007,64298.6114120703
87,2289,1Fam,6,7,2,1,7,1953,958,2,GasA,Y,1134,0,2008,142648.255058478
67,11700,2fmCon,6,7,1,1,6,2006,1860,4,GasA,Y,1453,0,2007,180939.70220329
74,7056,1Fam,5,5,2,0,6,1998,795,3,GasA,Y,1056,0,2008,172163.951052617
45,9600,1Fam,8,9,1,1,7,1993,1052,3,GasA,Y,1144,0,2006,202773.89091653
60,10634,1Fam,4,4,1,0,5,2001,1368,3,GasA,Y,1668,0,2006,159341.358523913
60,25000,1Fam,6,6,1,0,8,2001,1554,2,GasA,Y,2392,0,2007,261076.637523283
65,10335,1Fam,6,6,2,1,5,1962,1517,3,GasA,N,980,0,2006,176592.318855545
83,8520,1Fam,7,6,1,0,5,1952,858,3,GasA,Y,1324,0,2009,189401.694081217
90,7500,1Fam,6,6,1,0,8,1973,0,3,GasA,Y,864,0,2008,119866.619439711
75,12984,1Fam,7,5,1,0,5,1948,462,3,GasA,Y,1482,0,2007,174956.528791431
50,10625,1Fam,5,6,2,0,8,1996,480,3,GasA,Y,1717,0,2008,130790.780775203
60,6420,1Fam,6,6,1,1,10,1930,2444,3,GasA,Y,1432,0,2008,217627.593586003
65,11423,1Fam,7,5,2,0,5,1986,1375,3,GasA,Y,2161,0,2009,203855.639437786
21,8400,1Fam,6,7,2,1,8,1960,832,3,GasA,N,1200,0,2009,100588.558071529
90,14175,1Fam,5,5,1,1,10,1966,608,2,GasA,Y,864,0,2009,103301.277095715
66,12209,1Fam,9,6,2,0,6,1983,861,4,GasA,N,864,0,2007,231545.273327597
82,7861,1Fam,10,5,1,0,10,2004,1626,3,GasA,Y,1302,0,2010,269372.6863519
41,7252,1Fam,5,6,1,1,7,1977,1240,1,GasA,Y,1370,0,2008,179884.237240406
69,6420,1Fam,9,7,1,0,6,1968,0,3,GasA,Y,912,648,2008,207317.583564371
77,2592,1Fam,7,5,1,1,7,1885,864,4,GasA,Y,1928,0,2006,149714.407395456
65,11639,Duplex,6,2,2,0,8,2004,1095,4,GasA,Y,2036,0,2007,158115.637111979
61,8795,1Fam,5,5,2,0,9,1982,2035,3,GasA,Y,1867,0,2006,195356.965386165
70,10335,1Fam,5,5,1,0,6,1921,1430,2,GasA,Y,2574,0,2006,170297.31768354
96,11414,2fmCon,7,5,2,1,5,2009,1127,3,GasA,Y,1674,0,2007,198122.34962671
130,8400,Duplex,7,5,1,0,6,1948,1057,3,GasA,Y,1381,0,2007,145672.004477325
60,13400,1Fam,7,6,2,0,8,1950,600,3,GasA,Y,1242,0,2007,160069.617553793
76,6000,2fmCon,6,5,2,0,6,1882,1484,5,GasA,Y,1869,0,2010,117837.278004497
64,9000,1Fam,8,5,1,0,7,1924,894,3,GasA,Y,1466,0,2007,210024.247727939
34,6120,1Fam,5,6,2,1,3,1941,1277,2,GasA,Y,1073,0,2009,139276.284915999
80,19138,1Fam,7,6,1,0,6,1955,864,4,GasA,Y,1644,0,2008,214264.99957169
78,4224,1Fam,6,5,2,0,6,2004,848,3,GasA,Y,1768,0,2008,137272.443286398
21,7685,1Fam,7,5,2,0,6,1961,1604,2,GasA,Y,1337,0,2009,205900.439750932
65,11600,1Fam,5,5,1,1,5,1965,1358,3,GasA,Y,1232,0,2008,141101.930670471
70,11600,1Fam,3,5,2,0,6,1960,1256,3,GasA,Y,3493,0,2009,246965.512208274
50,10020,Duplex,6,6,2,0,4,1940,1202,2,GasA,Y,1474,0,2007,138183.726378901
60,10800,1Fam,6,7,2,1,7,1957,1190,3,GasA,Y,1301,0,2008,178391.481118061
82,11096,1Fam,5,5,2,0,6,1980,1288,3,GasA,Y,1370,0,2006,139137.165598144
60,3182,Twnhs,4,5,2,0,6,2002,384,4,GasA,Y,1414,0,2007,140651.645469397
34,7844,TwnhsE,4,5,2,1,8,1962,1057,3,GasA,Y,894,0,2007,119807.253689114
60,16321,1Fam,5,6,2,0,6,1998,866,2,GasA,Y,1479,0,2007,211512.473062703
60,9187,1Fam,6,4,1,0,6,2004,1267,3,GasA,Y,1040,0,2006,171017.104511143
75,1680,1Fam,5,6,1,1,7,1953,0,3,GasA,N,1060,0,2008,97288.881559404
69,6155,1Fam,8,5,1,1,7,1970,1686,2,GasA,Y,1801,0,2009,249080.30414241
66,12209,1Fam,7,5,1,1,6,1998,1349,3,GasA,Y,1077,0,2009,137360.239127626
50,8480,TwnhsE,7,5,2,0,12,1996,992,3,GasA,Y,990,0,2007,154381.697723912
70,1491,2fmCon,7,6,1,1,4,1925,1080,3,GasA,Y,1096,0,2006,108838.711826257
68,8400,Twnhs,9,5,1,1,6,1920,907,3,GasA,Y,1573,0,2008,191470.003168506
86,3982,1Fam,8,5,1,0,4,1970,2035,4,Grav,Y,2087,0,2008,262021.533705186
110,9571,1Fam,5,5,1,0,7,2004,1126,1,GasA,Y,1953,0,2007,163943.126837685
75,13891,1Fam,5,5,2,1,6,1931,1203,3,GasA,Y,924,0,2007,116699.725393904
116,5306,1Fam,7,6,1,1,8,1952,971,3,GasA,Y,1102,0,2007,119775.622210303
60,17423,1Fam,6,4,2,1,7,2001,994,3,GasA,Y,1092,0,2008,120428.978185393
110,16635,1Fam,5,6,1,0,7,1958,756,3,GasA,Y,1978,0,2009,147799.420775064
43,6000,1Fam,6,5,2,0,4,1977,1086,2,GasA,N,1796,0,2009,151570.39136827
60,12160,1Fam,6,5,2,1,7,1971,1056,2,GasA,Y,1214,0,2008,159445.996785661
75,11900,1Fam,5,7,2,0,6,1925,1001,2,GasA,Y,1728,0,2009,181100.84203118
80,9400,1Fam,5,5,1,1,5,2001,1318,4,GasA,Y,2035,0,2008,160846.980596302
47,12464,1Fam,6,5,1,1,5,1916,1291,3,GasA,Y,848,0,2009,129032.039507801
74,8472,TwnhsE,5,7,2,0,6,1961,626,2,GasA,Y,1494,0,2006,113288.793469437
72,8755,1Fam,9,5,2,1,6,1928,1496,3,GasA,Y,1709,0,2007,228649.217660195
43,7875,1Fam,8,5,2,0,7,1924,1453,4,GasA,Y,2236,0,2010,266630.338925982
99,1680,1Fam,4,5,1,0,4,1964,1288,3,GasA,Y,990,0,2009,98215.4791052894
75,9020,1Fam,7,7,2,0,5,1970,264,2,GasA,Y,1839,0,2009,191124.709457776
21,10012,1Fam,6,5,2,1,6,1955,1020,3,GasA,Y,980,0,2009,150100.111743417
60,7200,1Fam,5,8,2,0,7,1918,960,1,GasA,Y,1818,0,2007,173395.965781723
50,12589,1Fam,6,5,2,0,8,1965,1152,2,GasA,Y,1430,0,2007,153962.675097686
69,7875,1Fam,8,5,1,0,8,1914,742,2,GasA,Y,2028,0,2007,214828.361478868
30,11616,1Fam,7,7,1,0,6,1965,884,3,GasA,Y,2296,0,2006,201672.395806649
60,12493,1Fam,4,5,2,0,7,1955,1478,1,GasA,Y,778,0,2008,134326.080245432
64,7399,Twnhs,9,5,2,1,5,2007,1039,3,GasA,Y,1750,0,2010,229047.867255037
80,10832,1Fam,7,5,2,0,4,1920,894,3,GasA,Y,1113,0,2010,146381.931314264
90,6442,Twnhs,8,5,2,1,6,1885,853,4,GasA,Y,1629,0,2007,165107.429086677
78,164660,1Fam,6,6,1,1,9,1977,1196,2,GasA,N,858,0,2009,154986.743262428
35,11143,1Fam,6,7,1,1,5,2009,1144,2,GasA,Y,747,0,2007,148839.983966841
59,9505,1Fam,7,5,3,1,6,1900,1822,3,GasA,Y,1634,0,2006,190470.81259695
21,12798,1Fam,6,5,1,0,5,1966,1262,2,GasA,Y,1663,0,2010,148834.399770373
67,8125,1Fam,5,5,1,0,8,1975,673,3,GasA,Y,1944,0,2008,147670.997624459
50,4400,1Fam,7,5,1,1,4,1998,1175,4,GasA,Y,1954,0,2007,225572.19036223
