Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
2837,57,11616,1Fam,8,5,1,0,5,1954,1383,1,GasA,Y,988,0,2007,204411.857830283
2838,80,9950,1Fam,7,6,2,0,4,1999,880,4,GasA,N,1026,0,2009,167101.65849315
2839,,9066,1Fam,6,6,1,1,5,1970,776,3,GasA,Y,2087,0,2007,196970.156293655
2840,95,7588,1Fam,7,7,2,0,8,1953,755,3,GasA,Y,1479,0,2006,167990.698098167
2841,35,8200,1Fam,5,4,1,1,6,2004,1379,3,GasA,Y,864,0,2007,139474.585862003
2842,61,13600,1Fam,8,5,1,0,8,1973,2121,4,GasA,Y,2161,0,2009,325234.721820424
2843,80,9900,1Fam,6,5,2,0,7,1997,1632,3,GasA,Y,1734,0,2009,206822.641827185
2844,,12394,1Fam,6,5,2,1,6,1993,1010,2,GasA,N,1734,0,2008,172156.127546375
2845,90,9672,TwnhsE,7,3,1,0,6,2005,940,3,GasA,Y,2259,0,2009,205809.913453381
2846,70,3604,1Fam,4,6,1,1,9,1988,641,3,GasA,Y,1867,0,2010,204545.065540413
2847,80,9600,TwnhsE,4,5,2,2,7,1925,1117,3,GasA,Y,2353,0,2007,183155.112447986
2848,34,14115,1Fam,5,5,2,0,6,1926,672,4,GasA,Y,2217,0,2009,165172.289305191
2849,110,15593,1Fam,9,4,1,1,11,1957,2078,3,GasA,Y,900,0,2006,316884.921258896
2850,63,13006,1Fam,5,5,1,0,5,2002,816,3,GasA,Y,1416,0,2007,148425.667350517
2851,69,8400,1Fam,6,5,1,0,7,1958,970,3,GasA,Y,1252,0,2009,117001.194048439
2852,63,9600,1Fam,8,5,2,0,7,2003,1258,3,GasA,Y,773,0,2006,195287.883565705
2853,,11333,1Fam,5,7,1,0,9,1954,528,3,GasA,Y,1152,0,2010,150411.144371156
2854,86,10125,1Fam,6,4,1,0,11,1950,1614,3,GasA,Y,1301,0,2008,142421.66046335
2855,,7590,1Fam,6,5,2,0,6,2005,969,6,GasA,Y,4316,0,2008,275625.615793749
2856,75,6120,TwnhsE,6,5,1,0,7,1977,912,3,GasA,Y,1670,0,2006,116135.585102934
2857,,5400,1Fam,5,6,1,0,8,1959,969,2,GasA,Y,1402,0,2009,122613.828155806
2858,72,10355,1Fam,5,7,2,1,5,1956,480,3,GasA,N,1063,0,2008,84259.5751306212
2859,73,8100,Duplex,5,7,1,1,6,1994,1029,3,GasA,Y,1342,0,2008,141712.61973486
2860,86,7931,1Fam,5,5,2,0,10,1975,795,2,GasA,Y,2398,0,2006,178446.802607865
2861,80,8070,1Fam,8,6,2,0,10,1964,1389,4,GasA,Y,2069,0,2006,274947.620480506
2862,80,8777,1Fam,6,6,2,0,9,2006,1204,3,GasA,Y,1489,0,2009,250869.502087387
2863,75,11428,1Fam,5,5,2,1,6,2003,1606,2,GasA,Y,1539,0,2008,187709.040500829
2864,82,9286,1Fam,6,5,1,1,9,2006,876,2,GasA,Y,996,0,2007,167869.7628383
2865,80,5600,1Fam,6,5,1,0,8,1967,1063,3,GasA,Y,1539,0,2009,151649.598555728
2866,75,8480,1Fam,4,5,1,0,7,1956,1088,3,GasA,Y,630,0,2009,137414.446897913
2867,80,10448,1Fam,4,5,2,1,5,1900,1462,2,GasA,Y,2466,0,2007,187165.832854649
2868,53,11645,1Fam,5,5,1,1,5,1967,483,3,GasA,Y,1268,0,2006,94218.092758487
2869,50,4400,1Fam,4,5,3,0,9,1906,981,3,GasA,Y,672,0,2006,74574.6398476454
2870,35,11049,1Fam,6,6,1,1,5,1957,744,3,GasA,Y,1178,0,2007,110163.04847403
2871,80,16669,1Fam,5,7,1,1,5,1988,777,3,Grav,Y,1196,0,2008,161694.83079135
2872,100,11900,1Fam,7,6,1,1,4,2007,1253,3,GasA,Y,1375,0,2006,188457.592623958
2873,69,17600,1Fam,6,2,1,1,5,2008,993,2,GasA,Y,1509,0,2008,131305.059829568
2874,65,12798,1Fam,6,6,2,0,7,1914,1390,3,GasA,Y,1044,0,2006,108796.7113893
2875,50,8281,1Fam,5,9,1,0,5,1998,1084,4,GasA,Y,1215,0,2008,154895.450336789
2876,35,6240,1Fam,7,5,1,0,10,1931,712,3,GasA,Y,1026,0,2008,131445.298313513
2877,44,5586,1Fam,6,5,1,0,8,1962,784,3,GasA,Y,1761,0,2006,165921.728821312
2878,96,9855,1Fam,7,6,3,1,8,1997,969,5,GasA,N,1867,0,2009,218263.500359028
2879,47,6120,1Fam,9,5,1,1,4,1971,525,2,GasA,Y,1296,0,2007,204825.63790661
2880,63,8593,1Fam,6,5,1,0,8,1956,884,3,GasA,Y,1471,0,2010,159773.464158359
2881,50,8521,Duplex,8,5,1,1,6,2005,1164,4,GasA,Y,1196,0,2009,195176.061989493
2882,91,6420,1Fam,6,5,2,0,7,2005,848,2,GasA,Y,1674,0,2006,205370.258573312
2883,,11184,Duplex,4,6,2,0,7,1954,1728,2,GasA,Y,835,0,2006,111107.876256276
2884,21,10500,1Fam,10,5,2,1,7,2007,1116,3,GasA,Y,1614,0,2008,240359.298302645
2885,44,9248,TwnhsE,6,5,1,0,6,2004,1099,2,GasA,Y,1142,0,2006,187035.323836146
2886,70,7931,1Fam,4,5,1,1,4,1991,1573,2,GasA,Y,1167,0,2007,181474.23678578
2887,50,10106,1Fam,4,6,2,0,6,1922,1704,3,GasA,Y,2119,0,2008,156058.875153171
2888,59,15138,1Fam,8,3,2,0,6,1964,1029,3,GasA,Y,1391,0,2008,200524.043109521
2889,21,3180,Duplex,9,6,1,0,8,1954,1616,2,GasA,Y,3228,0,2009,343151.655636118
2890,80,10570,1Fam,7,7,1,1,5,1954,1210,4,GasA,Y,1068,0,2006,163609.048369296
2891,34,9430,1Fam,6,9,1,0,7,1996,864,4,GasA,Y,767,0,2008,117547.202489658
2892,105,8244,1Fam,6,6,2,2,8,1975,697,3,GasA,Y,2267,0,2006,161099.985362449
2893,65,10335,1Fam,5,5,2,0,7,2001,1196,4,GasA,Y,2643,0,2006,171801.084199154
2894,,10440,1Fam,9,5,1,0,8,1998,660,3,GasA,Y,2054,0,2008,215828.943200678
2895,,45600,1Fam,8,6,1,0,5,1970,1580,3,GasA,Y,869,0,2007,275184.618130758
2896,101,8125,1Fam,8,5,2,1,7,2009,1026,3,GasA,Y,1026,0,2009,167408.582858049
2897,69,7200,TwnhsE,6,7,1,0,6,1993,1092,2,GasA,N,1734,0,2009,167902.590604742
2898,,9042,TwnhsE,8,6,1,0,6,1923,1604,3,GasA,Y,2574,0,2007,255921.168655659
2899,,1680,Twnhs,5,5,1,0,6,1988,648,2,GasA,Y,1550,0,2007,168201.260427192
2900,100,10400,1Fam,6,5,1,1,7,1967,1040,3,GasA,Y,1120,0,2006,148739.95157146
2901,60,11751,1Fam,4,6,2,0,10,2002,1728,1,GasA,Y,1244,0,2007,199077.747706827
2902,65,13125,1Fam,5,5,2,1,4,1957,611,2,GasA,Y,768,0,2010,95622.1931422039
2903,52,6402,1Fam,7,7,1,1,8,2007,912,0,GasA,Y,1529,0,2006,227715.800349464
2904,71,1920,1Fam,6,5,3,0,8,2004,896,2,GasW,Y,1626,0,2006,183596.071616174
2905,,7500,1Fam,7,7,2,0,8,1973,483,3,GasA,Y,1505,0,2006,157818.700680545
2906,54,7200,1Fam,10,5,1,0,4,1966,1080,3,GasW,Y,1604,0,2007,236805.594766336
2907,60,9600,1Fam,4,4,1,0,7,1958,1604,3,GasA,Y,1339,0,2007,147690.639666374
2908,50,8741,1Fam,5,3,2,0,4,1971,1253,2,GasA,Y,1947,0,2010,156117.064741903
2909,81,5600,1Fam,4,5,2,0,6,2003,1266,4,GasA,Y,3279,0,2009,207792.428510311
2910,76,5105,1Fam,8,5,3,0,8,1995,1086,1,GasA,Y,2274,0,2006,235377.443311906
2911,,8004,1Fam,5,5,1,0,8,2002,1228,2,GasA,Y,955,0,2006,144033.348579766
2912,,8846,1Fam,8,6,1,1,9,1950,832,3,GasA,Y,773,0,2008,195451.034607249
2913,100,16669,1Fam,8,5,2,1,7,1966,1643,3,GasA,Y,1389,0,2007,212417.680254576
2914,,8960,1Fam,6,5,1,0,10,1959,952,4,GasA,Y,981,0,2010,142435.110835398
2915,75,11885,1Fam,8,5,2,1,6,1929,1026,3,GasA,Y,1360,0,2010,213576.964271775
2916,90,10208,1Fam,5,4,2,1,5,1976,793,3,GasA,Y,1855,0,2009,136770.962453121
2917,92,8089,1Fam,4,4,1,0,7,2007,894,2,GasA,Y,2978,0,2006,180938.3430187
2918,21,13673,1Fam,6,5,2,0,7,1972,798,2,GasA,Y,1668,0,2008,172262.409954993
2919,,12160,1Fam,5,6,2,0,9,1970,1136,2,GasA,Y,1184,0,2006,139767.745419965
2920,70,21535,1Fam,5,5,1,1,5,1926,686,3,GasA,Y,910,0,2009,105422.730947295
2921,66,10011,1Fam,5,5,2,1,4,1967,1604,3,GasA,Y,1668,0,2009,161121.504003264
2922,65,7200,1Fam,7,4,2,1,3,2004,1461,3,GasA,Y,1656,0,2010,216176.880510044
2923,,15602,1Fam,4,6,1,0,6,2001,1073,3,GasA,Y,1117,0,2009,176779.499315936
2924,,15138,1Fam,6,7,1,1,6,1966,845,3,GasA,Y,1541,0,2009,154243.707568565
2925,74,12438,1Fam,8,5,2,0,7,1967,750,3,GasA,Y,2158,0,2007,237715.990949569
2926,,7200,1Fam,5,5,1,1,5,1958,1390,4,GasA,Y,1779,0,2010,172154.625033544
2927,60,9950,1Fam,8,5,2,1,6,1993,1199,2,GasA,Y,1922,0,2008,260423.160094874
2928,94,9144,1Fam,7,5,2,0,9,1920,1501,4,GasA,Y,1324,0,2008,173849.913340683
2929,70,11844,1Fam,8,6,1,1,8,1957,1057,4,GasA,Y,1396,0,2006,213933.290164532
2930,75,11645,1Fam,7,6,1,1,4,1980,728,3,GasA,Y,1644,0,2008,204726.650167159
2931,81,12376,1Fam,5,8,2,1,7,1959,941,3,GasA,Y,1668,0,2010,158204.884824569
2932,60,9600,TwnhsE,4,5,2,1,4,1979,888,4,GasA,Y,907,0,2006,110652.543973082
2933,21,10448,1Fam,5,5,2,1,6,1972,1643,2,GasA,Y,1775,0,2007,155732.10680698
2934,70,18800,1Fam,7,4,1,1,6,1940,1257,4,GasA,Y,1358,0,2007,159032.195225009
2935,,8755,Twnhs,7,7,1,0,8,1910,1148,3,GasA,Y,1225,0,2007,141385.227702536
2936,,7930,1Fam,5,5,1,1,5,1918,1208,3,GasA,Y,894,0,2010,92701.6545291064
2937,90,13704,1Fam,5,5,2,1,7,1930,861,3,GasA,Y,1382,0,2008,140571.37383108
2938,65,22420,1Fam,7,5,2,1,4,1966,868,3,GasA,Y,1922,0,2007,197977.164185401
2939,85,8281,1Fam,6,5,1,1,6,1930,1710,3,GasA,Y,1560,0,2009,166716.712301282
2940,90,8760,Duplex,7,5,1,0,4,1993,1136,3,GasA,Y,1092,0,2009,171688.416059373
2941,65,19378,1Fam,7,8,3,2,6,1959,908,3,GasA,Y,987,0,2006,192938.678730067
2942,72,9600,1Fam,8,5,2,0,11,1910,1040,2,GasA,Y,1939,0,2010,207481.725218845
2943,35,12400,Duplex,6,5,2,0,5,2000,680,4,GasA,Y,1180,0,2009,144496.749159975
2944,43,8892,TwnhsE,7,8,2,1,6,1939,1374,2,GasA,Y,923,0,2008,178851.699791433
2945,,8248,1Fam,5,6,3,0,7,1967,872,3,GasA,Y,1844,0,2010,174263.804890045
2946,59,10463,TwnhsE,6,6,2,0,9,1964,912,3,GasA,Y,803,0,2009,91794.482831897
2947,72,10625,1Fam,8,4,2,1,6,1940,1021,3,GasA,Y,630,0,2008,206222.889212112
2948,92,7795,1Fam,5,6,1,0,11,2004,816,3,GasA,Y,605,0,2008,101764.033178899
2949,59,12803,1Fam,7,8,2,0,6,2007,630,3,GasA,Y,2158,0,2007,223125.000490833
2950,50,7588,1Fam,5,9,1,0,8,1980,1517,3,GasA,Y,988,0,2008,204655.924923447
2951,60,9000,1Fam,8,7,1,0,8,1958,2121,2,GasA,Y,1053,0,2006,252259.334469271
2952,40,3010,1Fam,6,5,1,1,7,1954,1516,3,GasA,Y,1869,0,2006,155117.101883251
2953,69,11553,Duplex,5,5,2,0,6,1972,1176,2,GasA,Y,1392,0,2009,141140.899147572
2954,64,13500,Twnhs,7,5,1,1,7,1995,861,3,GasA,Y,1176,0,2006,170288.774338705
2955,41,11302,1Fam,8,6,2,0,7,1954,1010,3,GasA,Y,1713,0,2010,218767.369562979
2956,47,11952,1Fam,6,5,1,1,5,2006,864,3,GasW,Y,800,0,2007,105038.312565458
2957,80,6371,TwnhsE,6,7,2,1,6,1961,1040,4,GasA,Y,1383,0,2006,176290.584025197
2958,,7990,Twnhs,8,5,2,0,6,1959,1477,2,GasA,Y,840,0,2008,204368.471438695
2959,87,13560,1Fam,4,5,2,0,5,2003,975,2,GasA,Y,1701,0,2007,216013.699492542
2960,40,16321,2fmCon,6,7,1,1,5,2006,991,3,GasA,Y,1679,0,2008,175106.586232398
2961,70,7820,1Fam,8,5,2,0,7,2010,806,3,GasA,Y,754,0,2009,163724.688798936
2962,,9803,1Fam,7,5,1,0,6,1978,1383,4,GasA,Y,1056,0,2006,169182.322336079
2963,51,9120,1Fam,7,5,1,0,8,1954,1272,3,GasA,Y,803,0,2007,151428.089128045
2964,68,13695,1Fam,8,7,2,1,7,1953,1362,3,GasW,Y,784,0,2010,160853.0533687
2965,67,11194,1Fam,7,5,1,0,9,1955,0,3,GasA,N,1352,0,2008,147869.065527944
2966,75,7879,1Fam,7,7,1,0,5,1922,912,3,GasA,Y,2643,0,2008,188392.25894862
2967,50,14977,1Fam,4,5,1,0,9,1999,768,2,GasA,Y,729,0,2007,117395.822133762
2968,100,4274,1Fam,5,9,1,0,7,1976,1478,3,GasA,Y,2000,0,2009,160860.032814308
2969,43,11333,1Fam,5,5,1,0,6,1993,506,4,GasA,Y,2668,0,2007,156710.073302079
2970,79,11184,1Fam,7,5,1,0,5,2003,660,2,GasA,Y,910,0,2009,122997.925334322
2971,80,5400,Duplex,6,5,1,2,10,1978,864,4,GasA,Y,2008,0,2009,137863.455765288
2972,50,45600,1Fam,7,5,1,1,5,1953,1258,3,GasA,Y,971,0,2006,220443.630083809
2973,75,7922,1Fam,4,5,1,0,7,2009,572,2,GasA,Y,2520,0,2006,178102.002383582
2974,70,7800,1Fam,5,7,2,0,6,2000,951,3,GasA,Y,1414,0,2009,171843.277892923
2975,75,4712,1Fam,6,6,2,0,4,1961,1379,3,GasA,Y,1306,0,2006,128923.80782825
2976,75,6000,1Fam,5,7,1,0,8,2005,1268,3,GasA,Y,1117,0,2008,140065.733030232
2977,72,11029,1Fam,4,5,1,0,7,2005,912,2,GasA,Y,1416,0,2006,148540.24020576
2978,,14587,1Fam,6,8,2,0,6,1998,520,3,GasA,N,1944,0,2007,231786.643182621
2979,74,7200,1Fam,5,5,2,0,6,2004,1561,3,GasA,Y,1375,0,2010,207306.471185013
2980,66,7252,1Fam,7,4,2,0,10,1931,630,5,GasA,Y,1986,0,2007,185867.189923318
2981,80,9150,1Fam,6,5,1,0,5,2003,796,3,GasA,Y,1802,0,2006,192212.63253262
2982,60,8068,1Fam,6,6,2,1,7,2005,928,4,GasA,N,2473,0,2006,246713.581876621
2983,,7758,1Fam,7,5,1,0,8,1959,1358,4,GasA,N,1915,0,2009,147387.20472893
2984,,9675,1Fam,5,6,2,0,7,1948,894,2,GasA,Y,1452,0,2010,162459.400509364
2985,71,6000,1Fam,5,6,1,0,7,1939,1059,3,GasA,Y,1236,0,2009,143610.341325505
2986,71,10267,Duplex,5,7,1,1,4,1941,1490,3,GasA,Y,1800,0,2008,164635.516459397
2987,21,8795,Duplex,6,5,2,1,5,2005,1468,3,GasA,Y,2262,0,2006,183287.67604255
2988,,9600,2fmCon,7,5,2,0,7,2007,2217,2,GasA,Y,1949,0,2009,235718.386462424
2989,,12968,1Fam,7,5,2,2,6,1956,547,2,GasA,Y,904,0,2008,152794.881200646
2990,51,3604,1Fam,9,5,2,0,8,1978,1092,4,GasA,Y,1137,0,2008,208207.484833471
2991,24,10655,1Fam,6,8,2,0,8,2009,768,3,GasW,Y,1144,0,2006,149782.654050204
2992,60,4608,Twnhs,5,5,2,1,6,1999,1478,4,GasA,N,1297,0,2010,140937.045346786
2993,40,16059,1Fam,7,5,1,0,3,1914,866,3,GasA,Y,1148,0,2006,134488.85553256
2994,62,5306,1Fam,5,7,2,0,5,1977,1002,3,GasA,Y,1786,0,2009,153314.716546192
2995,72,5000,1Fam,6,7,1,0,5,1920,1069,3,GasA,Y,1471,0,2007,112204.937206435
2996,80,8640,1Fam,7,5,2,0,5,1998,700,2,GasA,Y,864,0,2006,131954.157328502
2997,78,12099,TwnhsE,6,6,2,0,4,1971,644,3,GasA,Y,1196,0,2006,109778.149228758
2998,,8070,TwnhsE,6,5,2,1,7,2005,1208,3,GasA,Y,1688,0,2009,211762.905550749
2999,66,9100,1Fam,8,6,1,1,6,2002,1234,3,GasA,Y,1717,0,2009,241071.799975165
3000,65,7945,1Fam,6,6,2,0,6,1995,483,3,GasA,Y,1057,0,2009,177223.87696052
3001,107,11214,TwnhsE,6,8,1,0,7,1954,1367,3,GasA,Y,1152,0,2010,125014.962236543
3002,79,10800,1Fam,8,5,2,1,9,1959,768,3,GasA,Y,1386,0,2009,134197.30346427
3003,66,3922,1Fam,8,5,1,0,6,2003,912,4,GasA,Y,1688,0,2010,184666.822915457
3004,51,9320,1Fam,6,5,1,0,7,2003,840,3,GasA,Y,1474,0,2007,184432.471867765
3005,94,9000,1Fam,8,8,1,1,6,1929,672,3,GasA,Y,1716,0,2010,189562.016298221
3006,85,13005,TwnhsE,5,5,2,0,10,1963,720,4,GasA,Y,1796,0,2006,169931.197869142
3007,39,13860,Twnhs,4,5,3,1,6,1925,888,3,GasA,Y,1844,0,2009,138975.324567419
3008,70,5600,1Fam,6,5,2,0,12,1999,864,3,GasA,Y,1386,0,2010,145531.045364314
3009,75,7018,1Fam,5,8,2,0,4,1964,0,2,GasA,Y,1309,0,2008,166341.221026422
3010,55,9000,1Fam,6,5,2,0,7,1954,616,2,GasA,Y,1192,0,2007,116475.659585297
3011,72,8450,1Fam,5,7,1,1,10,1960,1158,4,GasA,Y,1118,0,2007,142598.255036251
3012,51,14977,1Fam,3,5,2,0,8,1921,1709,2,GasA,Y,1836,0,2006,159125.21999502
3013,130,10628,2fmCon,5,6,2,0,4,1957,858,3,GasA,Y,1473,0,2006,174898.958890317
3014,70,6240,1Fam,5,5,2,0,5,1925,3138,3,GasA,Y,848,0,2008,181884.288200338
3015,,10289,1Fam,7,5,1,0,6,1998,1242,4,GasA,Y,1575,0,2006,180407.929525404
3016,60,9000,Duplex,8,6,2,0,8,2007,804,3,GasA,Y,914,0,2006,166378.940006644
3017,36,10880,1Fam,7,5,2,1,5,1959,915,2,GasA,Y,1797,0,2006,203983.482494382
3018,,7162,1Fam,6,5,1,1,6,2000,1347,3,GasA,Y,778,0,2009,143558.684300807
3019,30,9920,2fmCon,8,5,1,0,5,1959,1210,3,GasA,Y,825,0,2008,152740.690919482
3020,78,4274,1Fam,6,5,1,1,4,2009,1276,2,GasA,Y,1317,0,2006,204860.041919879
3021,103,8100,1Fam,5,7,2,1,6,1976,1311,3,GasA,Y,1430,0,2006,199135.272832129
3022,24,17140,1Fam,7,5,2,0,6,1880,1002,4,GasA,Y,1949,0,2009,158936.759039529
3023,69,21000,Twnhs,6,7,1,0,6,2008,0,3,GasA,Y,1928,0,2008,190651.954268311
3024,60,16285,1Fam,6,5,1,1,9,1977,1684,3,GasA,Y,1350,0,2007,201592.939126829
3025,73,6000,1Fam,5,5,1,0,5,2007,440,2,GasA,Y,1688,0,2008,200958.648633883
3026,60,7795,TwnhsE,4,6,2,0,8,1950,1090,3,GasA,Y,2794,0,2006,159434.560068523
3027,137,8414,1Fam,6,5,1,0,7,1970,1559,3,GasA,Y,1057,0,2007,168154.31729404
3028,64,11029,1Fam,7,6,2,0,6,1996,848,3,GasA,Y,2332,0,2009,242897.62720214
3029,59,9600,1Fam,8,6,2,1,11,1940,864,3,GasA,Y,904,0,2008,176555.267324415
3030,73,5271,1Fam,4,5,2,0,7,1920,894,4,GasA,Y,864,0,2006,91899.41269635
3031,60,8885,1Fam,5,5,1,1,8,1986,1623,3,GasA,Y,1242,0,2006,176387.846985167
3032,137,7590,1Fam,7,5,1,0,6,1945,828,3,GasA,Y,1080,0,2008,125736.838508747
3033,50,3230,1Fam,5,5,2,1,7,1973,845,3,GasA,Y,2097,0,2007,165819.627456443
3034,71,8892,Duplex,6,8,2,0,6,1995,576,2,GasA,Y,1640,0,2007,161334.378106121
3035,51,8633,1Fam,2,5,1,0,6,1998,1040,3,GasA,Y,904,0,2007,143805.947701652
3036,50,12090,1Fam,7,5,1,1,6,2002,2136,3,GasA,Y,1588,0,2009,224900.393596022
3037,66,8600,1Fam,6,5,1,0,9,1918,994,3,GasA,Y,2080,0,2010,171408.524790021
3038,59,14803,1Fam,5,6,2,1,4,2007,1318,2,GasA,Y,1229,0,2006,224454.776130915
3039,60,6204,TwnhsE,6,9,2,0,7,2003,1288,3,GasA,Y,1779,0,2007,203437.288936135
3040,,164660,1Fam,6,8,3,1,6,1908,190,3,GasA,Y,1526,0,2009,174744.459354043
3041,67,4928,1Fam,9,4,1,1,11,2000,480,3,GasA,Y,2715,0,2010,297454.289163346
3042,60,9187,1Fam,8,5,2,1,10,1953,912,3,GasA,Y,2531,0,2009,285535.917808694
3043,51,8480,1Fam,8,3,1,0,4,1923,1184,2,GasA,Y,1656,0,2009,179566.7945028
3044,,12493,1Fam,7,7,2,0,7,1971,1095,2,GasA,Y,2728,0,2006,257679.422275128
3045,50,17671,1Fam,9,5,2,0,5,2002,864,3,GasA,Y,4316,0,2008,381956.737955205
3046,60,10335,Duplex,7,5,1,1,8,1998,702,3,GasA,Y,1739,0,2009,188321.837341955
3047,,6240,1Fam,7,5,2,1,9,1993,768,2,GasA,Y,1057,0,2007,146571.268019298
3048,72,12327,1Fam,5,8,1,1,7,1931,1208,5,GasA,N,2643,0,2010,191836.988309522
3049,24,8777,1Fam,7,5,2,0,5,2001,672,3,GasA,Y,1961,0,2009,200556.87931497
3050,,12464,TwnhsE,8,6,1,0,6,1949,1070,3,GasA,Y,1484,0,2007,188312.218069114
3051,79,10791,1Fam,5,5,2,0,5,2003,546,3,GasA,Y,767,0,2008,106445.824468746
3052,72,10839,1Fam,6,5,1,0,6,1957,866,2,GasA,Y,1391,0,2009,130556.651455656
3053,60,9464,TwnhsE,4,6,2,0,6,1939,744,3,GasA,N,1922,0,2007,119825.673332938
3054,57,8765,1Fam,6,5,2,0,8,1982,1032,4,GasA,Y,1915,0,2009,180937.551539427
3055,72,8405,1Fam,6,7,2,0,6,1976,660,3,GasA,Y,825,0,2008,130696.463227519
3056,48,6000,1Fam,5,5,1,0,8,1963,1422,3,GasA,Y,2462,0,2009,150283.373849315
3057,77,13501,1Fam,6,5,2,1,9,1920,1184,3,GasA,Y,1372,0,2008,159042.143175102
3058,,5350,Duplex,7,8,2,0,7,1956,1126,3,GasA,Y,1419,0,2010,174012.949939273
3059,55,6155,1Fam,6,9,1,0,7,1968,483,3,GasA,Y,1362,0,2007,157205.131676068
3060,60,10846,1Fam,4,5,2,0,6,1962,721,3,GasA,N,1220,0,2009,115359.706817402
3061,88,6420,Duplex,7,4,1,1,5,1947,1643,4,GasA,Y,832,0,2009,130689.196516217
3062,71,46589,1Fam,5,7,2,0,6,2009,540,2,GasA,Y,1344,0,2007,133910.364609452
3063,60,9600,1Fam,8,5,2,0,6,2003,901,3,GasA,Y,768,0,2007,179115.786959958
3064,,13600,1Fam,6,5,1,1,5,1939,1518,3,GasA,Y,864,0,2006,172214.12711553
3065,86,11184,1Fam,6,5,1,0,6,1950,1258,3,GasA,Y,894,0,2009,149085.096433644
3066,84,13837,1Fam,8,6,2,0,6,1949,1040,3,GasA,Y,1872,0,2009,175982.898926001
3067,,7313,1Fam,5,5,2,0,4,1967,1440,4,GasA,Y,1949,0,2007,152802.433824173
3068,83,17140,1Fam,5,5,2,0,4,1972,1196,2,GasA,Y,1539,0,2008,180713.079509684
3069,82,12090,1Fam,7,5,1,1,7,1998,1710,3,GasA,Y,1919,0,2006,255763.146617879
3070,100,7340,1Fam,9,6,1,1,4,2001,520,3,GasA,Y,835,0,2009,194756.405829684
3071,92,10800,1Fam,8,5,2,0,9,1978,0,3,GasA,Y,2468,0,2008,270744.61139119
3072,60,6930,1Fam,6,5,2,1,5,2003,784,3,GasA,Y,1344,0,2009,143398.304884283
3073,,12205,1Fam,3,5,1,1,9,2003,1258,2,GasA,Y,1935,0,2007,191083.4086967
3074,75,8480,1Fam,9,7,1,0,6,1916,270,1,GasA,Y,1919,0,2010,212632.772071557
3075,68,13869,1Fam,4,5,1,1,5,2004,1844,4,GasA,Y,1376,0,2008,196433.240531333
3076,60,5100,1Fam,6,5,2,0,8,1935,1709,3,GasA,N,845,0,2006,147466.088053678
3077,,6435,Duplex,4,5,2,0,6,1967,1391,2,GasA,N,2153,0,2009,169987.119890626
3078,,34650,1Fam,7,5,2,1,9,1958,440,3,GasA,Y,854,0,2008,188765.284883779
3079,50,3182,1Fam,6,6,2,1,5,1972,816,4,GasA,Y,1224,0,2007,156856.643655922
3080,,9042,1Fam,5,7,2,0,7,1961,0,2,GasA,Y,858,0,2008,126274.751741774
3081,82,22950,1Fam,7,5,1,1,5,1975,611,3,Grav,N,1872,0,2008,188037.865923305
3082,44,13125,1Fam,7,5,1,1,7,1922,819,2,GasA,Y,848,0,2009,139193.221759548
3083,85,9375,1Fam,7,5,1,0,5,1998,1086,3,GasA,Y,2263,0,2006,201795.140457185
3084,21,10448,TwnhsE,8,6,2,0,4,1976,560,3,GasA,Y,1604,0,2009,151822.251044517
3085,43,8737,1Fam,7,5,1,1,7,2004,840,4,GasA,Y,1701,0,2010,193881.842306735
3086,110,9200,1Fam,7,7,2,1,8,1998,1125,2,GasA,Y,1525,0,2009,182021.557624102
3087,70,10140,1Fam,3,5,1,1,5,1959,1602,4,GasA,Y,1363,0,2009,166359.138122598
3088,87,5395,Twnhs,6,6,1,1,6,2007,728,3,GasA,Y,825,0,2008,107672.329848747
3089,,7758,1Fam,6,5,2,1,4,1978,1502,2,GasA,Y,1148,0,2007,175134.958610929
3090,96,12342,Twnhs,1,9,2,0,7,1998,1107,2,GasA,Y,1324,0,2008,148822.455883953
3091,96,8472,TwnhsE,8,5,1,0,6,2000,1362,3,GasA,Y,2236,0,2008,214266.722976911
3092,86,9196,1Fam,4,5,1,0,6,1976,1554,2,GasA,Y,1680,0,2006,165642.327184175
3093,60,8816,1Fam,10,6,1,0,6,2005,1496,3,GasA,Y,1015,0,2008,230197.001933394
3094,60,9360,1Fam,6,5,2,0,5,1989,729,3,GasA,Y,1057,0,2007,118651.409145236
3095,55,8172,1Fam,7,5,3,1,7,1956,1232,2,GasA,Y,1661,0,2006,150220.762705368
3096,,12438,TwnhsE,6,7,2,0,6,1974,1454,3,GasA,Y,1647,0,2009,213394.397927823
3097,21,13651,TwnhsE,7,5,1,1,10,1994,1719,2,GasA,Y,2259,0,2010,271706.398196916
3098,75,7420,1Fam,7,8,1,1,5,1918,861,4,GasA,N,1137,0,2007,152398.579366057
3099,,10667,1Fam,9,6,1,0,5,1988,1080,3,GasA,Y,1750,0,2007,253128.61771953
3100,68,7162,1Fam,6,5,1,1,6,2003,780,3,GasA,Y,2978,0,2006,226315.008260907
3101,72,7658,1Fam,5,7,2,1,7,1925,1149,2,GasA,Y,1728,0,2006,144295.600669719
